time_s,voltage_V,current_A
2.7025405081e-05,4.959567e+03,-4.951681e-02
2.7045409082e-05,4.958765e+03,-4.947427e-02
2.7065413083e-05,4.957956e+03,-4.943030e-02
2.7085417083e-05,4.957139e+03,-4.938487e-02
2.7105421084e-05,4.956314e+03,-4.933797e-02
2.7125425085e-05,4.955481e+03,-4.928956e-02
2.7145429086e-05,4.954640e+03,-4.923963e-02
2.7165433087e-05,4.953792e+03,-4.918816e-02
2.7185437087e-05,4.952935e+03,-4.913511e-02
2.7205441088e-05,4.952071e+03,-4.908047e-02
2.7225445089e-05,4.951199e+03,-4.902421e-02
2.7245449090e-05,4.950320e+03,-4.896631e-02
2.7265453091e-05,4.949432e+03,-4.890674e-02
2.7285457091e-05,4.948536e+03,-4.884549e-02
2.7305461092e-05,4.947633e+03,-4.878253e-02
2.7325465093e-05,4.946722e+03,-4.871783e-02
2.7345469094e-05,4.945803e+03,-4.865138e-02
2.7365473095e-05,4.944877e+03,-4.858315e-02
2.7385477095e-05,4.943942e+03,-4.851312e-02
2.7405481096e-05,4.943000e+03,-4.844127e-02
2.7425485097e-05,4.942050e+03,-4.836758e-02
2.7445489098e-05,4.941092e+03,-4.829202e-02
2.7465493099e-05,4.940126e+03,-4.821457e-02
2.7485497099e-05,4.939152e+03,-4.813521e-02
2.7505501100e-05,4.938171e+03,-4.805393e-02
2.7525505101e-05,4.937182e+03,-4.797069e-02
2.7545509102e-05,4.936185e+03,-4.788548e-02
2.7565513103e-05,4.935180e+03,-4.779828e-02
2.7585517103e-05,4.934168e+03,-4.770907e-02
2.7605521104e-05,4.933147e+03,-4.761783e-02
2.7625525105e-05,4.932119e+03,-4.752454e-02
2.7645529106e-05,4.931083e+03,-4.742918e-02
2.7665533107e-05,4.930040e+03,-4.733173e-02
2.7685537107e-05,4.928988e+03,-4.723218e-02
2.7705541108e-05,4.927929e+03,-4.713050e-02
2.7725545109e-05,4.926862e+03,-4.702669e-02
2.7745549110e-05,4.925787e+03,-4.692071e-02
2.7765553111e-05,4.924704e+03,-4.681256e-02
2.7785557111e-05,4.923614e+03,-4.670223e-02
2.7805561112e-05,4.922516e+03,-4.658968e-02
2.7825565113e-05,4.921410e+03,-4.647492e-02
2.7845569114e-05,4.920296e+03,-4.635792e-02
2.7865573115e-05,4.919174e+03,-4.623867e-02
2.7885577115e-05,4.918045e+03,-4.611716e-02
2.7905581116e-05,4.916908e+03,-4.599337e-02
2.7925585117e-05,4.915763e+03,-4.586729e-02
2.7945589118e-05,4.914611e+03,-4.573891e-02
2.7965593119e-05,4.913450e+03,-4.560822e-02
2.7985597119e-05,4.912282e+03,-4.547521e-02
2.8005601120e-05,4.911106e+03,-4.533987e-02
2.8025605121e-05,4.909923e+03,-4.520218e-02
2.8045609122e-05,4.908731e+03,-4.506214e-02
2.8065613123e-05,4.907532e+03,-4.491975e-02
2.8085617123e-05,4.906325e+03,-4.477498e-02
2.8105621124e-05,4.905110e+03,-4.462785e-02
2.8125625125e-05,4.903888e+03,-4.447833e-02
2.8145629126e-05,4.902658e+03,-4.432643e-02
2.8165633127e-05,4.901420e+03,-4.417214e-02
2.8185637127e-05,4.900174e+03,-4.401546e-02
2.8205641128e-05,4.898921e+03,-4.385638e-02
2.8225645129e-05,4.897660e+03,-4.369490e-02
2.8245649130e-05,4.896391e+03,-4.353102e-02
2.8265653131e-05,4.895114e+03,-4.336474e-02
2.8285657131e-05,4.893830e+03,-4.319605e-02
2.8305661132e-05,4.892538e+03,-4.302497e-02
2.8325665133e-05,4.891238e+03,-4.285149e-02
2.8345669134e-05,4.889931e+03,-4.267561e-02
2.8365673135e-05,4.888616e+03,-4.249734e-02
2.8385677135e-05,4.887293e+03,-4.231669e-02
2.8405681136e-05,4.885962e+03,-4.213364e-02
2.8425685137e-05,4.884624e+03,-4.194823e-02
2.8445689138e-05,4.883277e+03,-4.176044e-02
2.8465693139e-05,4.881924e+03,-4.157029e-02
2.8485697139e-05,4.880562e+03,-4.137778e-02
2.8505701140e-05,4.879193e+03,-4.118293e-02
2.8525705141e-05,4.877816e+03,-4.098575e-02
2.8545709142e-05,4.876431e+03,-4.078625e-02
2.8565713143e-05,4.875039e+03,-4.058444e-02
2.8585717143e-05,4.873639e+03,-4.038033e-02
2.8605721144e-05,4.872231e+03,-4.017395e-02
2.8625725145e-05,4.870815e+03,-3.996529e-02
2.8645729146e-05,4.869392e+03,-3.975439e-02
2.8665733147e-05,4.867961e+03,-3.954126e-02
2.8685737147e-05,4.866523e+03,-3.932591e-02
2.8705741148e-05,4.865077e+03,-3.910837e-02
2.8725745149e-05,4.863623e+03,-3.888866e-02
2.8745749150e-05,4.862161e+03,-3.866679e-02
2.8765753151e-05,4.860692e+03,-3.844280e-02
2.8785757151e-05,4.859215e+03,-3.821670e-02
2.8805761152e-05,4.857730e+03,-3.798852e-02
2.8825765153e-05,4.856238e+03,-3.775828e-02
2.8845769154e-05,4.854738e+03,-3.752601e-02
2.8865773155e-05,4.853230e+03,-3.729174e-02
2.8885777155e-05,4.851715e+03,-3.705550e-02
2.8905781156e-05,4.850192e+03,-3.681731e-02
2.8925785157e-05,4.848661e+03,-3.657720e-02
2.8945789158e-05,4.847123e+03,-3.633522e-02
2.8965793159e-05,4.845577e+03,-3.609138e-02
2.8985797159e-05,4.844024e+03,-3.584573e-02
2.9005801160e-05,4.842462e+03,-3.559829e-02
2.9025805161e-05,4.840893e+03,-3.534910e-02
2.9045809162e-05,4.839317e+03,-3.509821e-02
2.9065813163e-05,4.837733e+03,-3.484563e-02
2.9085817163e-05,4.836141e+03,-3.459143e-02
2.9105821164e-05,4.834541e+03,-3.433562e-02
2.9125825165e-05,4.832934e+03,-3.407825e-02
2.9145829166e-05,4.831319e+03,-3.381937e-02
2.9165833167e-05,4.829697e+03,-3.355902e-02
2.9185837167e-05,4.828067e+03,-3.329723e-02
2.9205841168e-05,4.826429e+03,-3.303405e-02
2.9225845169e-05,4.824784e+03,-3.276952e-02
2.9245849170e-05,4.823131e+03,-3.250370e-02
2.9265853171e-05,4.821471e+03,-3.223661e-02
2.9285857171e-05,4.819802e+03,-3.196833e-02
2.9305861172e-05,4.818127e+03,-3.169888e-02
2.9325865173e-05,4.816443e+03,-3.142831e-02
2.9345869174e-05,4.814752e+03,-3.115669e-02
2.9365873175e-05,4.813054e+03,-3.088405e-02
2.9385877175e-05,4.811348e+03,-3.061044e-02
2.9405881176e-05,4.809634e+03,-3.033592e-02
2.9425885177e-05,4.807912e+03,-3.006054e-02
2.9445889178e-05,4.806183e+03,-2.978435e-02
2.9465893179e-05,4.804447e+03,-2.950740e-02
2.9485897179e-05,4.802703e+03,-2.922975e-02
2.9505901180e-05,4.800951e+03,-2.895145e-02
2.9525905181e-05,4.799192e+03,-2.867256e-02
2.9545909182e-05,4.797425e+03,-2.839312e-02
2.9565913183e-05,4.795650e+03,-2.811319e-02
2.9585917183e-05,4.793868e+03,-2.783284e-02
2.9605921184e-05,4.792078e+03,-2.755211e-02
2.9625925185e-05,4.790281e+03,-2.727107e-02
2.9645929186e-05,4.788476e+03,-2.698976e-02
2.9665933187e-05,4.786664e+03,-2.670825e-02
2.9685937187e-05,4.784844e+03,-2.642660e-02
2.9705941188e-05,4.783017e+03,-2.614486e-02
2.9725945189e-05,4.781182e+03,-2.586308e-02
2.9745949190e-05,4.779339e+03,-2.558133e-02
2.9765953191e-05,4.777489e+03,-2.529967e-02
2.9785957191e-05,4.775631e+03,-2.501816e-02
2.9805961192e-05,4.773766e+03,-2.473684e-02
2.9825965193e-05,4.771893e+03,-2.445578e-02
2.9845969194e-05,4.770013e+03,-2.417505e-02
2.9865973195e-05,4.768125e+03,-2.389469e-02
2.9885977195e-05,4.766230e+03,-2.361477e-02
2.9905981196e-05,4.764327e+03,-2.333534e-02
2.9925985197e-05,4.762417e+03,-2.305646e-02
2.9945989198e-05,4.760499e+03,-2.277819e-02
2.9965993199e-05,4.758573e+03,-2.250059e-02
2.9985997199e-05,4.756640e+03,-2.222372e-02
3.0006001200e-05,4.754700e+03,-2.194763e-02
3.0026005201e-05,4.752752e+03,-2.167237e-02
3.0046009202e-05,4.750796e+03,-2.139802e-02
3.0066013203e-05,4.748833e+03,-2.112461e-02
3.0086017203e-05,4.746863e+03,-2.085222e-02
3.0106021204e-05,4.744885e+03,-2.058089e-02
3.0126025205e-05,4.742899e+03,-2.031068e-02
3.0146029206e-05,4.740906e+03,-2.004164e-02
3.0166033207e-05,4.738906e+03,-1.977383e-02
3.0186037207e-05,4.736898e+03,-1.950730e-02
3.0206041208e-05,4.734882e+03,-1.924210e-02
3.0226045209e-05,4.732859e+03,-1.897829e-02
3.0246049210e-05,4.730829e+03,-1.871591e-02
3.0266053211e-05,4.728791e+03,-1.845502e-02
3.0286057211e-05,4.726745e+03,-1.819567e-02
3.0306061212e-05,4.724693e+03,-1.793791e-02
3.0326065213e-05,4.722632e+03,-1.768178e-02
3.0346069214e-05,4.720565e+03,-1.742733e-02
3.0366073215e-05,4.718489e+03,-1.717461e-02
3.0386077215e-05,4.716407e+03,-1.692367e-02
3.0406081216e-05,4.714316e+03,-1.667455e-02
3.0426085217e-05,4.712219e+03,-1.642730e-02
3.0446089218e-05,4.710114e+03,-1.618195e-02
3.0466093219e-05,4.708001e+03,-1.593855e-02
3.0486097219e-05,4.705882e+03,-1.569714e-02
3.0506101220e-05,4.703754e+03,-1.545776e-02
3.0526105221e-05,4.701619e+03,-1.522045e-02
3.0546109222e-05,4.699477e+03,-1.498525e-02
3.0566113223e-05,4.697328e+03,-1.475219e-02
3.0586117223e-05,4.695171e+03,-1.452131e-02
3.0606121224e-05,4.693006e+03,-1.429265e-02
3.0626125225e-05,4.690834e+03,-1.406623e-02
3.0646129226e-05,4.688655e+03,-1.384210e-02
3.0666133227e-05,4.686468e+03,-1.362027e-02
3.0686137227e-05,4.684274e+03,-1.340079e-02
3.0706141228e-05,4.682073e+03,-1.318367e-02
3.0726145229e-05,4.679864e+03,-1.296896e-02
3.0746149230e-05,4.677648e+03,-1.275666e-02
3.0766153231e-05,4.675424e+03,-1.254681e-02
3.0786157231e-05,4.673193e+03,-1.233944e-02
3.0806161232e-05,4.670954e+03,-1.213456e-02
3.0826165233e-05,4.668709e+03,-1.193219e-02
3.0846169234e-05,4.666455e+03,-1.173236e-02
3.0866173235e-05,4.664195e+03,-1.153508e-02
3.0886177235e-05,4.661927e+03,-1.134037e-02
3.0906181236e-05,4.659652e+03,-1.114825e-02
3.0926185237e-05,4.657369e+03,-1.095873e-02
3.0946189238e-05,4.655079e+03,-1.077182e-02
3.0966193239e-05,4.652782e+03,-1.058754e-02
3.0986197239e-05,4.650477e+03,-1.040590e-02
3.1006201240e-05,4.648165e+03,-1.022690e-02
3.1026205241e-05,4.645845e+03,-1.005056e-02
3.1046209242e-05,4.643519e+03,-9.876878e-03
3.1066213243e-05,4.641185e+03,-9.705866e-03
3.1086217243e-05,4.638843e+03,-9.537525e-03
3.1106221244e-05,4.636495e+03,-9.371860e-03
3.1126225245e-05,4.634138e+03,-9.208872e-03
3.1146229246e-05,4.631775e+03,-9.048561e-03
3.1166233247e-05,4.629404e+03,-8.890928e-03
3.1186237247e-05,4.627026e+03,-8.735970e-03
3.1206241248e-05,4.624641e+03,-8.583685e-03
3.1226245249e-05,4.622248e+03,-8.434069e-03
3.1246249250e-05,4.619848e+03,-8.287115e-03
3.1266253251e-05,4.617441e+03,-8.142819e-03
3.1286257251e-05,4.615027e+03,-8.001172e-03
3.1306261252e-05,4.612605e+03,-7.862166e-03
3.1326265253e-05,4.610176e+03,-7.725792e-03
3.1346269254e-05,4.607739e+03,-7.592037e-03
3.1366273255e-05,4.605296e+03,-7.460892e-03
3.1386277255e-05,4.602845e+03,-7.332342e-03
3.1406281256e-05,4.600387e+03,-7.206374e-03
3.1426285257e-05,4.597921e+03,-7.082973e-03
3.1446289258e-05,4.595448e+03,-6.962124e-03
3.1466293259e-05,4.592968e+03,-6.843810e-03
3.1486297259e-05,4.590481e+03,-6.728013e-03
3.1506301260e-05,4.587987e+03,-6.614715e-03
3.1526305261e-05,4.585485e+03,-6.503896e-03
3.1546309262e-05,4.582976e+03,-6.395537e-03
3.1566313263e-05,4.580460e+03,-6.289616e-03
3.1586317263e-05,4.577936e+03,-6.186113e-03
3.1606321264e-05,4.575405e+03,-6.085004e-03
3.1626325265e-05,4.572867e+03,-5.986266e-03
3.1646329266e-05,4.570322e+03,-5.889875e-03
3.1666333267e-05,4.567770e+03,-5.795808e-03
3.1686337267e-05,4.565210e+03,-5.704039e-03
3.1706341268e-05,4.562643e+03,-5.614542e-03
3.1726345269e-05,4.560069e+03,-5.527291e-03
3.1746349270e-05,4.557488e+03,-5.442259e-03
3.1766353271e-05,4.554900e+03,-5.359419e-03
3.1786357271e-05,4.552304e+03,-5.278743e-03
3.1806361272e-05,4.549701e+03,-5.200203e-03
3.1826365273e-05,4.547091e+03,-5.123770e-03
3.1846369274e-05,4.544474e+03,-5.049414e-03
3.1866373275e-05,4.541850e+03,-4.977108e-03
3.1886377275e-05,4.539218e+03,-4.906820e-03
3.1906381276e-05,4.536580e+03,-4.838522e-03
3.1926385277e-05,4.533934e+03,-4.772181e-03
3.1946389278e-05,4.531281e+03,-4.707768e-03
3.1966393279e-05,4.528620e+03,-4.645252e-03
3.1986397279e-05,4.525953e+03,-4.584602e-03
3.2006401280e-05,4.523279e+03,-4.525787e-03
3.2026405281e-05,4.520597e+03,-4.468774e-03
3.2046409282e-05,4.517908e+03,-4.413534e-03
3.2066413283e-05,4.515212e+03,-4.360033e-03
3.2086417283e-05,4.512509e+03,-4.308241e-03
3.2106421284e-05,4.509799e+03,-4.258126e-03
3.2126425285e-05,4.507082e+03,-4.209656e-03
3.2146429286e-05,4.504357e+03,-4.162799e-03
3.2166433287e-05,4.501626e+03,-4.117525e-03
3.2186437287e-05,4.498887e+03,-4.073800e-03
3.2206441288e-05,4.496141e+03,-4.031594e-03
3.2226445289e-05,4.493388e+03,-3.990874e-03
3.2246449290e-05,4.490629e+03,-3.951611e-03
3.2266453291e-05,4.487861e+03,-3.913772e-03
3.2286457291e-05,4.485087e+03,-3.877327e-03
3.2306461292e-05,4.482306e+03,-3.842244e-03
3.2326465293e-05,4.479518e+03,-3.808494e-03
3.2346469294e-05,4.476722e+03,-3.776045e-03
3.2366473295e-05,4.473920e+03,-3.744867e-03
3.2386477295e-05,4.471110e+03,-3.714931e-03
3.2406481296e-05,4.468294e+03,-3.686206e-03
3.2426485297e-05,4.465470e+03,-3.658663e-03
3.2446489298e-05,4.462639e+03,-3.632273e-03
3.2466493299e-05,4.459802e+03,-3.607008e-03
3.2486497299e-05,4.456957e+03,-3.582838e-03
3.2506501300e-05,4.454105e+03,-3.559735e-03
3.2526505301e-05,4.451246e+03,-3.537672e-03
3.2546509302e-05,4.448380e+03,-3.516621e-03
3.2566513303e-05,4.445507e+03,-3.496555e-03
3.2586517303e-05,4.442627e+03,-3.477448e-03
3.2606521304e-05,4.439740e+03,-3.459272e-03
3.2626525305e-05,4.436846e+03,-3.442001e-03
3.2646529306e-05,4.433945e+03,-3.425611e-03
3.2666533307e-05,4.431037e+03,-3.410076e-03
3.2686537307e-05,4.428122e+03,-3.395371e-03
3.2706541308e-05,4.425200e+03,-3.381472e-03
3.2726545309e-05,4.422271e+03,-3.368355e-03
3.2746549310e-05,4.419335e+03,-3.355997e-03
3.2766553311e-05,4.416392e+03,-3.344374e-03
3.2786557311e-05,4.413442e+03,-3.333463e-03
3.2806561312e-05,4.410485e+03,-3.323243e-03
3.2826565313e-05,4.407522e+03,-3.313692e-03
3.2846569314e-05,4.404551e+03,-3.304788e-03
3.2866573315e-05,4.401573e+03,-3.296511e-03
3.2886577315e-05,4.398588e+03,-3.288840e-03
3.2906581316e-05,4.395597e+03,-3.281755e-03
3.2926585317e-05,4.392598e+03,-3.275236e-03
3.2946589318e-05,4.389592e+03,-3.269265e-03
3.2966593319e-05,4.386580e+03,-3.263823e-03
3.2986597319e-05,4.383560e+03,-3.258892e-03
3.3006601320e-05,4.380534e+03,-3.254453e-03
3.3026605321e-05,4.377501e+03,-3.250490e-03
3.3046609322e-05,4.374460e+03,-3.246986e-03
3.3066613323e-05,4.371413e+03,-3.243923e-03
3.3086617323e-05,4.368359e+03,-3.241287e-03
3.3106621324e-05,4.365298e+03,-3.239061e-03
3.3126625325e-05,4.362231e+03,-3.237230e-03
3.3146629326e-05,4.359156e+03,-3.235779e-03
3.3166633327e-05,4.356074e+03,-3.234695e-03
3.3186637327e-05,4.352986e+03,-3.233963e-03
3.3206641328e-05,4.349890e+03,-3.233569e-03
3.3226645329e-05,4.346788e+03,-3.233500e-03
3.3246649330e-05,4.343679e+03,-3.233744e-03
3.3266653331e-05,4.340563e+03,-3.234288e-03
3.3286657331e-05,4.337440e+03,-3.235119e-03
3.3306661332e-05,4.334311e+03,-3.236228e-03
3.3326665333e-05,4.331174e+03,-3.237601e-03
3.3346669334e-05,4.328031e+03,-3.239228e-03
3.3366673335e-05,4.324880e+03,-3.241098e-03
3.3386677335e-05,4.321723e+03,-3.243202e-03
3.3406681336e-05,4.318560e+03,-3.245529e-03
3.3426685337e-05,4.315389e+03,-3.248070e-03
3.3446689338e-05,4.312211e+03,-3.250815e-03
3.3466693339e-05,4.309027e+03,-3.253756e-03
3.3486697339e-05,4.305836e+03,-3.256883e-03
3.3506701340e-05,4.302638e+03,-3.260189e-03
3.3526705341e-05,4.299433e+03,-3.263666e-03
3.3546709342e-05,4.296222e+03,-3.267305e-03
3.3566713343e-05,4.293004e+03,-3.271099e-03
3.3586717343e-05,4.289778e+03,-3.275041e-03
3.3606721344e-05,4.286547e+03,-3.279125e-03
3.3626725345e-05,4.283308e+03,-3.283343e-03
3.3646729346e-05,4.280063e+03,-3.287689e-03
3.3666733347e-05,4.276810e+03,-3.292156e-03
3.3686737347e-05,4.273552e+03,-3.296740e-03
3.3706741348e-05,4.270286e+03,-3.301434e-03
3.3726745349e-05,4.267013e+03,-3.306233e-03
3.3746749350e-05,4.263734e+03,-3.311131e-03
3.3766753351e-05,4.260448e+03,-3.316123e-03
3.3786757351e-05,4.257156e+03,-3.321205e-03
3.3806761352e-05,4.253856e+03,-3.326373e-03
3.3826765353e-05,4.250550e+03,-3.331620e-03
3.3846769354e-05,4.247238e+03,-3.336944e-03
3.3866773355e-05,4.243918e+03,-3.342340e-03
3.3886777355e-05,4.240592e+03,-3.347805e-03
3.3906781356e-05,4.237259e+03,-3.353334e-03
3.3926785357e-05,4.233919e+03,-3.358924e-03
3.3946789358e-05,4.230573e+03,-3.364572e-03
3.3966793359e-05,4.227220e+03,-3.370274e-03
3.3986797359e-05,4.223861e+03,-3.376027e-03
3.4006801360e-05,4.220494e+03,-3.381828e-03
3.4026805361e-05,4.217121e+03,-3.387675e-03
3.4046809362e-05,4.213742e+03,-3.393565e-03
3.4066813363e-05,4.210355e+03,-3.399495e-03
3.4086817363e-05,4.206962e+03,-3.405462e-03
3.4106821364e-05,4.203563e+03,-3.411465e-03
3.4126825365e-05,4.200157e+03,-3.417500e-03
3.4146829366e-05,4.196744e+03,-3.423567e-03
3.4166833367e-05,4.193324e+03,-3.429663e-03
3.4186837367e-05,4.189898e+03,-3.435786e-03
3.4206841368e-05,4.186465e+03,-3.441933e-03
3.4226845369e-05,4.183026e+03,-3.448105e-03
3.4246849370e-05,4.179580e+03,-3.454298e-03
3.4266853371e-05,4.176128e+03,-3.460512e-03
3.4286857371e-05,4.172668e+03,-3.466744e-03
3.4306861372e-05,4.169203e+03,-3.472993e-03
3.4326865373e-05,4.165730e+03,-3.479259e-03
3.4346869374e-05,4.162251e+03,-3.485539e-03
3.4366873375e-05,4.158766e+03,-3.491833e-03
3.4386877375e-05,4.155274e+03,-3.498139e-03
3.4406881376e-05,4.151775e+03,-3.504457e-03
3.4426885377e-05,4.148270e+03,-3.510785e-03
3.4446889378e-05,4.144758e+03,-3.517122e-03
3.4466893379e-05,4.141240e+03,-3.523468e-03
3.4486897379e-05,4.137715e+03,-3.529821e-03
3.4506901380e-05,4.134184e+03,-3.536181e-03
3.4526905381e-05,4.130646e+03,-3.542547e-03
3.4546909382e-05,4.127101e+03,-3.548918e-03
3.4566913383e-05,4.123551e+03,-3.555294e-03
3.4586917383e-05,4.119993e+03,-3.561673e-03
3.4606921384e-05,4.116429e+03,-3.568056e-03
3.4626925385e-05,4.112859e+03,-3.574442e-03
3.4646929386e-05,4.109282e+03,-3.580830e-03
3.4666933387e-05,4.105698e+03,-3.587219e-03
3.4686937387e-05,4.102108e+03,-3.593610e-03
3.4706941388e-05,4.098512e+03,-3.600001e-03
3.4726945389e-05,4.094909e+03,-3.606393e-03
3.4746949390e-05,4.091300e+03,-3.612784e-03
3.4766953391e-05,4.087684e+03,-3.619175e-03
3.4786957391e-05,4.084061e+03,-3.625565e-03
3.4806961392e-05,4.080433e+03,-3.631954e-03
3.4826965393e-05,4.076798e+03,-3.638342e-03
3.4846969394e-05,4.073156e+03,-3.644727e-03
3.4866973395e-05,4.069508e+03,-3.651111e-03
3.4886977395e-05,4.065853e+03,-3.657492e-03
3.4906981396e-05,4.062192e+03,-3.663871e-03
3.4926985397e-05,4.058525e+03,-3.670246e-03
3.4946989398e-05,4.054851e+03,-3.676619e-03
3.4966993399e-05,4.051171e+03,-3.682989e-03
3.4986997399e-05,4.047485e+03,-3.689355e-03
3.5007001400e-05,4.043792e+03,-3.695717e-03
3.5027005401e-05,4.040092e+03,-3.702076e-03
3.5047009402e-05,4.036387e+03,-3.708431e-03
3.5067013403e-05,4.032675e+03,-3.714782e-03
3.5087017403e-05,4.028956e+03,-3.721128e-03
3.5107021404e-05,4.025231e+03,-3.727471e-03
3.5127025405e-05,4.021500e+03,-3.733808e-03
3.5147029406e-05,4.017763e+03,-3.740141e-03
3.5167033407e-05,4.014019e+03,-3.746470e-03
3.5187037407e-05,4.010268e+03,-3.752794e-03
3.5207041408e-05,4.006512e+03,-3.759112e-03
3.5227045409e-05,4.002749e+03,-3.765426e-03
3.5247049410e-05,3.998980e+03,-3.771735e-03
3.5267053411e-05,3.995204e+03,-3.778038e-03
3.5287057411e-05,3.991422e+03,-3.784337e-03
3.5307061412e-05,3.987634e+03,-3.790630e-03
3.5327065413e-05,3.983840e+03,-3.796918e-03
3.5347069414e-05,3.980039e+03,-3.803200e-03
3.5367073415e-05,3.976232e+03,-3.809477e-03
3.5387077415e-05,3.972419e+03,-3.815749e-03
3.5407081416e-05,3.968599e+03,-3.822015e-03
3.5427085417e-05,3.964773e+03,-3.828275e-03
3.5447089418e-05,3.960941e+03,-3.834530e-03
3.5467093419e-05,3.957103e+03,-3.840779e-03
3.5487097419e-05,3.953258e+03,-3.847022e-03
3.5507101420e-05,3.949407e+03,-3.853259e-03
3.5527105421e-05,3.945550e+03,-3.859491e-03
3.5547109422e-05,3.941687e+03,-3.865717e-03
3.5567113423e-05,3.937817e+03,-3.871937e-03
3.5587117423e-05,3.933941e+03,-3.878151e-03
3.5607121424e-05,3.930059e+03,-3.884359e-03
3.5627125425e-05,3.926171e+03,-3.890562e-03
3.5647129426e-05,3.922277e+03,-3.896758e-03
3.5667133427e-05,3.918376e+03,-3.902948e-03
3.5687137427e-05,3.914469e+03,-3.909132e-03
3.5707141428e-05,3.910556e+03,-3.915311e-03
3.5727145429e-05,3.906637e+03,-3.921483e-03
3.5747149430e-05,3.902712e+03,-3.927649e-03
3.5767153431e-05,3.898780e+03,-3.933809e-03
3.5787157431e-05,3.894843e+03,-3.939963e-03
3.5807161432e-05,3.890899e+03,-3.946110e-03
3.5827165433e-05,3.886949e+03,-3.952252e-03
3.5847169434e-05,3.882993e+03,-3.958387e-03
3.5867173435e-05,3.879031e+03,-3.964517e-03
3.5887177435e-05,3.875062e+03,-3.970640e-03
3.5907181436e-05,3.871088e+03,-3.976756e-03
3.5927185437e-05,3.867107e+03,-3.982867e-03
3.5947189438e-05,3.863120e+03,-3.988971e-03
3.5967193439e-05,3.859128e+03,-3.995069e-03
3.5987197439e-05,3.855129e+03,-4.001161e-03
3.6007201440e-05,3.851124e+03,-4.007246e-03
3.6027205441e-05,3.847113e+03,-4.013326e-03
3.6047209442e-05,3.843095e+03,-4.019399e-03
3.6067213443e-05,3.839072e+03,-4.025465e-03
3.6087217443e-05,3.835043e+03,-4.031525e-03
3.6107221444e-05,3.831008e+03,-4.037579e-03
3.6127225445e-05,3.826966e+03,-4.043627e-03
3.6147229446e-05,3.822919e+03,-4.049668e-03
3.6167233447e-05,3.818865e+03,-4.055703e-03
3.6187237447e-05,3.814806e+03,-4.061731e-03
3.6207241448e-05,3.810740e+03,-4.067753e-03
3.6227245449e-05,3.806669e+03,-4.073768e-03
3.6247249450e-05,3.802591e+03,-4.079778e-03
3.6267253451e-05,3.798507e+03,-4.085780e-03
3.6287257451e-05,3.794418e+03,-4.091777e-03
3.6307261452e-05,3.790322e+03,-4.097766e-03
3.6327265453e-05,3.786221e+03,-4.103750e-03
3.6347269454e-05,3.782113e+03,-4.109727e-03
3.6367273455e-05,3.778000e+03,-4.115697e-03
3.6387277455e-05,3.773880e+03,-4.121661e-03
3.6407281456e-05,3.769755e+03,-4.127618e-03
3.6427285457e-05,3.765623e+03,-4.133569e-03
3.6447289458e-05,3.761486e+03,-4.139513e-03
3.6467293459e-05,3.757342e+03,-4.145451e-03
3.6487297459e-05,3.753193e+03,-4.151382e-03
3.6507301460e-05,3.749038e+03,-4.157307e-03
3.6527305461e-05,3.744877e+03,-4.163225e-03
3.6547309462e-05,3.740710e+03,-4.169137e-03
3.6567313463e-05,3.736537e+03,-4.175042e-03
3.6587317463e-05,3.732358e+03,-4.180940e-03
3.6607321464e-05,3.728173e+03,-4.186832e-03
3.6627325465e-05,3.723983e+03,-4.192717e-03
3.6647329466e-05,3.719786e+03,-4.198595e-03
3.6667333467e-05,3.715584e+03,-4.204467e-03
3.6687337467e-05,3.711376e+03,-4.210333e-03
3.6707341468e-05,3.707162e+03,-4.216191e-03
3.6727345469e-05,3.702942e+03,-4.222043e-03
3.6747349470e-05,3.698716e+03,-4.227888e-03
3.6767353471e-05,3.694484e+03,-4.233727e-03
3.6787357471e-05,3.690247e+03,-4.239559e-03
3.6807361472e-05,3.686003e+03,-4.245384e-03
3.6827365473e-05,3.681754e+03,-4.251203e-03
3.6847369474e-05,3.677499e+03,-4.257014e-03
3.6867373475e-05,3.673238e+03,-4.262819e-03
3.6887377475e-05,3.668972e+03,-4.268618e-03
3.6907381476e-05,3.664700e+03,-4.274409e-03
3.6927385477e-05,3.660421e+03,-4.280194e-03
3.6947389478e-05,3.656137e+03,-4.285972e-03
3.6967393479e-05,3.651848e+03,-4.291744e-03
3.6987397479e-05,3.647552e+03,-4.297508e-03
3.7007401480e-05,3.643251e+03,-4.303266e-03
3.7027405481e-05,3.638944e+03,-4.309017e-03
3.7047409482e-05,3.634631e+03,-4.314761e-03
3.7067413483e-05,3.630313e+03,-4.320498e-03
3.7087417483e-05,3.625989e+03,-4.326229e-03
3.7107421484e-05,3.621659e+03,-4.331952e-03
3.7127425485e-05,3.617323e+03,-4.337669e-03
3.7147429486e-05,3.612981e+03,-4.343379e-03
3.7167433487e-05,3.608634e+03,-4.349082e-03
3.7187437487e-05,3.604282e+03,-4.354779e-03
3.7207441488e-05,3.599923e+03,-4.360468e-03
3.7227445489e-05,3.595559e+03,-4.366150e-03
3.7247449490e-05,3.591189e+03,-4.371826e-03
3.7267453491e-05,3.586814e+03,-4.377495e-03
3.7287457491e-05,3.582432e+03,-4.383156e-03
3.7307461492e-05,3.578045e+03,-4.388811e-03
3.7327465493e-05,3.573653e+03,-4.394459e-03
3.7347469494e-05,3.569255e+03,-4.400100e-03
3.7367473495e-05,3.564851e+03,-4.405734e-03
